def carpal tunnel syndrome	def carpal tunnel syndrome desc	desc
exp ioc stand	exp ioc stand abbr	abbr
area produces least acidic coffee	None	loc
reason called hamburger ham	hamburger ham desc	desc
symbol trademark washington redskin fan	state city place area jurisdiction	enty
reason cotton get caught belly buttons	None	desc
ind suburban housewife mother three wrote feminine mystique	ind suburban plural reference ground feature group pattern print terrain object	hum
manner glacier form	manner glacier	desc
date date ukrainians christmas	holiday occasion event festival peak period	num
city largest city world	None	loc
sport famed tennis tournament men singles title fred perry last englishman win	None	enty
desc whitcomb judson	desc whitcomb judson	hum
weight average weight man	None	num
britain two longest rivers	britain plural reference word age term step	loc
country country covers 8 600 387 square miles	8 600 387 square miles	loc
substance fuel airplanes use	None	enty
ind name canine cartoon character huckleberry hound voice daws butler	ind name cartoon character character classic cartoon hanna barbera stalwart	hum
def palindromic mean	def palindromic mean desc	desc
desc baseball expression came nautical term ships sailing atlantic pacific panama canal	desc baseball atlantic pacific panama canal desc	desc
state state mark twain national forests	None	loc
oldest ethnological museum world	oldest ethnological museum world loc	loc
manner belle describe life beauty beast	belle describe life beauty beast desc	desc
color color flies closest staff belgium flag	None	enty
smallest thing seen powerful microscope big	None	enty
body ear people hear better	None	enty
dinosaur remains found	None	loc
letter letter appears cold water tap spain	european country member state nation market place	enty
termeq say grandma irish	termeq language immigrant ethnic group group culture	enty
ind shoplifts	ind shoplifts hum	hum
substance camel hair brush actually made	substance camel hair	enty
def socratic method	def socratic	desc
island park called battery southern tip	area fargo s established park housing estate barrier small town	loc
def hypertext	def hypertext desc	desc
money much clara peller paid wendy say beef	role model character film young woman volunteer girl	num
desc need learn design web pages	descriptive field conflict resolution competency customer sponsor generic keyword	desc
date date cnn first broadcast	medium outlet network news outlet channel news organization	num
reason shea gould closed los angeles office reason	reason shea gould city large city area place market	desc
cremat peter blatty novel recounts horrors regan macneil possession devil	peter blatty	enty
time stock high apple computer find information	None	num
reason lions called king jungle	reason lions king jungle desc	desc
food non alcoholic syrup made pomegranate juice	None	enty
meter invented c c magee 1935	setback introduction period auto	enty
date calypso music invented	None	num
caribbean island northeast trinidad	place small market area destination region region area part of the country place climate	loc
cremat michelangelo sculpture saint peter cathedral basilica	artist renaissance artist master famous artist renaissance figure oceanic archipelago distinctive title colonial church character exhibition public building large structure architectural site roman building building	enty
desc difference advantages selecting super vhs vcr plain vhs model	descriptive field conflict resolution competency customer sponsor generic keyword	desc
period old bernadette peters	period old	num
find book reviews turbulent souls	None	loc
date dick clark birthday	celebrity music industry notable local trainer company personality	num
termeq name clouds produce rain	termeq	enty
date hitler come power germany	european country nation member state developed country market	num
date gothic art architecture flourish	None	num
ind two inventors invented post	plural reference word age term step	hum
date day week july 13	date day week july 13	num
ind whose image alleged shroud turin	None	hum
dismed salk vaccine prevent	salk vaccine prevent enty	enty
ind u general court martialled criticizing american air power	ind u general court american air power	hum
dismed fear insanity	None	enty
manner convert foot pounds foot inches	foot pounds foot inches	desc
ind said	manufacturer company city vcrs undecided voter	hum
count approximately many students enrolled university massachusetts	state jurisdiction place case area	num
instru west indian steel bands use instruments	term identity ethnic group cultural background ethnic eatery	enty
reason david koresh ask fbi word processor	cult leader individual historical cult leader person leader agency federal agency government agency organization law enforcement agency	desc
state fastest growing state u 1998	crisis prognostic tool critical event incident athlete	loc
count many american soldiers died country date	american	num
event name u first manned space program	linux based os cross section location feature mature major economic power term ordinal term numerical ordinal circuit ordinal number	enty
desc langston hughes	desc langston hughes	hum
achievements richard nixon	president person politician political figure opportunistic republican	enty
opera singer ileana cotrubas come	browser web browser modern browser popular web browser internet browser ileana cotrubas come	loc
manner bibliography unknown author	resource material traditional subject reference material information	desc
ind saddam hussein compared president bush	ind saddam hussein bush	hum
date year naacp founded	None	num
date year thatcher gain power	politician wheat background leader world leader defendant	num
ind wrote book grinch stole christmas	manufacturer company city vcrs undecided voter	hum
learn samuel gompers	learn samuel gompers loc	loc
ind jockey 17 triple crown races	ind jockey film trial testicular enzyme factor agent	hum
state u state biggest lake lake sam rayburn	state u state biggest lake lake sam rayburn loc	loc
def greek pita	def greek pita	desc
animal peacocks mate	None	enty
ind seized power milton obote 1971	ind seized power publication environmental regime small irregular asteroid television program jag giant	hum
state state niagara falls located	place attraction city landmark municipality	loc
temp hot inside active volcano get	None	num
tools use crewel	None	enty
def narcolepsy	def narcolepsy desc	desc
event name american literary era includes 1896	american 1896	enty
termeq term organism lives another	termeq	enty
orange bowl	event local attraction susceptible cultivar bowl game building	loc
city scandinavian capital built nine bridge connected islands	style language culture low context culture ethnic background card series chinese game company	loc
ind well known actor father star alan alda	manufacturer company city vcrs undecided voter actor star celebrity supporting character starring notable actor	hum
smithsonian institute located	venue organization client research center institution	loc
def name alexandra mean	def name alexandra	desc
volsize size argentina	latin american country nation south american country case market	num
substance would add clay mixture produce bone china	factor term circumstantial evidence topic concept cohesive soil local, sustainable material market economy nation asian country developing country	enty
def leukemia	def leukemia desc	desc
cremat stephen sondheim ballad ends	composer artist musical performer literary personality	enty
manner tail affect flight kite	None	desc
date date richard nixon birthday	president person politician political figure opportunistic republican	num
animal film canine buried pere lachaise cemetery paris	animal film canine city european city place large city destination	enty
ind little boy dog live shoe	ind little boy	hum
perc percent world fresh water found canada	perc percent developed country nation jurisdiction place state	num
date cnn first broadcast occurred date	medium outlet network news outlet channel news organization	num
reason u presidential elections held november	reason u month time work occasional smaller also non subscription production deliberately archaic division	desc
count many grooves dime	None	num
ind marilyn monroe real name	ind marilyn monroe	hum
number american soldiers remain unaccounted vietnam war	american event conflict issue war historical event	num
abb acronym national bureau investigation	abb acronym national bureau investigation abbr	abbr
manner marijuana lead drugs	marijuana	desc
ind father son medal honor	manufacturer company city vcrs undecided voter	hum
count many consecutive baseball games lou gehrig play	great legendary player player legend notable player	num
gr high schools included south florida ice hockey league	gr high schools south florida ice	hum
count many different types skunks	None	num
ind prophet medina	ind prophet medina hum	hum
cremat name salt lake city newspaper	city metropolitan area place area community	enty
date year spielberg make jaws	None	num
def meaning zoological term ruminant	def meaning zoological term	desc
ind name woman john belushi died	ind name notable actor folk name artist star	hum
def hyperopia	def hyperopia desc	desc
color color poker chip usually assigned lowest value	None	enty
tourists visit reims	None	loc
animal produces longer sperm elephant mouse	None	enty
cremat book find story aladdin	None	enty
city united states city produces oil	city united states city	loc
manner pronounce tzimisce	pronounce tzimisce desc	desc
termeq name tokyo stock exchange	termeq order driven market market well known limit order market exchange equity market	enty
perc percentage children aged two eleven watch simpsons	perc percentage children plural reference word age term step regular number	num
cremat tv show premiered january 15 1981	january 15 1981	enty
country country western hemisphere join russian led boycott 1984 summer olympics	language slavic language european language inflected language subject olympics	loc
part africa mozambique located	None	loc
abb abbreviated term used national bureau investigation	company manufacturer firm organization brand national bureau investigation abbr	abbr
def e commerce	def e commerce desc	desc
ind whose funeral train traveled washington c springfield illinois	state city place area jurisdiction state jurisdiction place city midwestern state	hum
manner names come	None	desc
ind better known identity john merrick noble ogre victorian england	ind better known short knockers established pro character relative no names local name ogre victorian england	hum
ind husband name	ind husband	hum
gr cigarette company urged us come flavor	gr cigarette	hum
ind following receive 1983 outstanding mother award national mother day committee	federal case united state medium account tragedy subject	hum
ind dynasty star made 2th century fox debut virgin queen	ind dynasty star 2th century fox debut	hum
poe birthplace	poe birthplace	loc
ind actress holds record appearances cover life	ind actress	hum
first tv set include remote control	first tv	enty
gr name company used line even best friend tell ad	composition type antioxidant enzyme unliganded steroid hormone receptor transcription factor nuclear receptor	hum
product first aid product helps hurt stop hurting	None	enty
manner ultraviolet light damage dna skin cells	None	desc
desc verdict trial lizzie borden	descriptive field conflict resolution competency customer sponsor generic keyword borden desc	desc
ind u president brothers law confederate army	ind u	hum
ind queen holland	ind queen holland	hum
def greek word polis mean minneapolis	def greek person journal station ally location minneapolis desc	desc
find detailed information manchukuo	None	loc
ind actor learned play saxophone speak russian role movie	ind actor language slavic language european language inflected language subject	hum
ind says look good look good	manufacturer company city vcrs undecided voter	hum
ind secretary state nixon administration	manufacturer company city vcrs undecided voter president film brand white conservative landmark supreme court case	hum
money much money player get beginning game monopoly	None	num
gum department store	None	loc
def literal meaning day	def literal meaning day	desc
state state named green mountain state	green mountain state	loc
body carries sperm pelvic region	sperm pelvic	enty
date year atm first introduced	atm first	num
state southern states united states	state southern states developed country nation jurisdiction western country case	loc
desc johnny carson	desc johnny carson	hum
7847 5943 equal	5943	num
cremat book subtitled preservation favoured races struggle life	None	enty
reason chickenpoxs last long	None	desc
ind attorneys work center defense free enterprise	ind attorneys work center defense free	hum
manner u come possession empire wake spanish american war	spanish american war desc	desc
date dick clark date birth	celebrity music industry notable local trainer company personality	num
def name sheri mean	def name secondary character contributor wonderful friend adult participant person descriptive field conflict resolution competency customer sponsor generic keyword	desc
animal primate lack pigment palms hands	None	enty
count many equal sides scalene triangle	None	num
bill gates go college	person billionaire entrepreneur celebrity individual	loc
constellation known water bearer	constellation known	loc
cremat tale moral	None	enty
gr u university boasts largest library	gr u university	hum
date year cartoon character chilly willy created	None	num
desc japanese school uniforms look like	desc japanese school	desc
cremat name salt lake city newspaper	city metropolitan area place area community	enty
find history taiwanese language	language specialty dish population immigrant group east asian culture	loc
state state mount mckinley	None	loc
manner people respond idea first millenium	term ordinal term numerical ordinal circuit ordinal number	desc
ind classical spanish writer said glitters gold	ind classical language romance language european language subject class	hum
def swap math	def swap math desc	desc
def hypnotherapy	def hypnotherapy desc	desc
exp rcd	exp rcd abbr	abbr
large missouri population	state case river place school	num
animal cats pursued tweety pie first cartoon appearance	term ordinal term numerical ordinal circuit ordinal number	enty
def biblical meaning stones	def biblical meaning	desc
gr organization security council part	gr organization security council	hum
date internal combustion engine developed	date internal combustion engine	num
manner find biorhythm	biorhythm desc	desc
ind painted soft self portrait grilled bacon	manufacturer company city vcrs undecided voter	hum
gr company markets shampoo brunettes	gr company markets	hum
dismed fear touching	None	enty
event name largest water conservancy project china	market economy nation asian country developing country	enty
ind killed caesar	ind killed caesar hum	hum
kings canyon	kings canyon loc	loc
desc words song sung banana pajamas	descriptive field conflict resolution competency customer sponsor generic keyword song sung banana pajamas	desc
reason organ transplants successful today	time program word occasion tv show	desc
cremat used computer program	None	enty
desc root evil	descriptive field conflict resolution competency customer sponsor generic keyword	desc
animal animal best hearing	None	enty
date time wee willie winkie run town	mother goose rhyme nursery favorite hit prestigious literary adaptation film	num
ord chapter gone wind rhett butler leaving scarlett hara	character literary man southern gentleman fictional character historical and literary character scarlett hara	num
money amount money philippine ex dictator marcos steal treasury	plate feminine form asian country delegation minor plate sport car producer ruler company restaurant point department agency key function function service	num
cremat film featured shirley maclaine prostitute jack lemmon pimp	cremat film performer star celebrity entertainer lady jack lemmon pimp enty	enty
dismed fear drinking	None	enty
country asian country thrilled sport cricket fighting	asian	loc
count many varieties apple	None	num
desc count cinzano	descriptive field conflict resolution competency customer sponsor generic keyword	hum
ind oscars costume design	ind oscars costume design	hum
cremat ernest hemingway novel working title fiesta	writer author contemporary personality celebrity	enty
color color monopoly properties landed often	None	enty
cremat beatles disc cover honors rolling stones	None	enty
reason snow	reason snow desc	desc
period average life expectancy male ireland 1996	large landslide event author named entity victory	num
def vocal sampling	def vocal	desc
manner windmills work	None	desc
veh ocean liner burned sank hong kong harbor	veh ocean hong kong	enty
city city near mouth amazon	city city mouth amazon	loc
ind u vice president declared	ind u	hum
ind wrote red badge courage	manufacturer company city vcrs undecided voter	hum
currency money used	None	enty
color color appear boxes kodak film	company brand organization large corporation name	enty
inuits live	None	loc
desc origin word trigonometry	desc origin word trigonometry desc	desc
desc compaq mission statement	desc compaq mission	desc
name 1899 policy forced china nations equal trading rights	1899 market economy nation asian country developing country	enty
ind british monarch lap p barnum tom thumb sit	ind british monarch cartoon character person classic cartoon american cutesy cartoon	hum
manner rocky marciano die	boxing champion celebrity fighter name fistic luminary	desc
ind invented road traffic cone	None	hum
gr name joan jett band	gr name artist high profile act legend star act	hum
ind following people associated andy warhol	andy warhol hum	hum
visine get	None	enty
gr civilization invented arch	gr civilization	hum
desc fun things cozumel mexico teenagers	descriptive field conflict resolution competency customer sponsor generic keyword latin american country place market nation economy	desc
gr example famous rock band sixties	gr example famous rock	hum
former royal palace served granary prison arsenal leper colony mint telegraph station whorehouse becoming art museum	attraction sight building famous attraction tourist attraction granary prison arsenal leper colony mint telegraph attraction museum cultural institution place case	loc
fallen get said first	term ordinal term numerical ordinal circuit ordinal number	loc
ind president ghost said haunt white house	manufacturer company city vcrs undecided voter attraction government building landmark building venue	hum
ind names jack original roommates three company	manufacturer company city vcrs undecided voter character sea creature equipment iconic character story plural reference ground feature group pattern print terrain object	hum
def definition hazmat	None	desc
count many url extensions	None	num
wright brothers make first flight	study architecture description language scholar author researcher term ordinal term numerical ordinal circuit ordinal number	loc
ind battle gettysburg	ind battle gettysburg	hum
food get mixing gin vermouth	vermouth enty	enty
ind name two youngsters saved animated moby dick	manufacturer company city vcrs undecided voter plural reference word age term step moby dick hum	hum
ind captain tanker exxon valdez involved oil spill prince william sound alaska 1989	disaster accident event case incident royal boasting client county celebrity person state place area airline region political event experience film high profile case environmental disaster	hum
city snowiest city u	None	loc
def crabgrass	def crabgrass desc	desc
cremat book opens	None	enty
desc stephen hawking	desc stephen hawking	hum
exp shield stand	exp shield	abbr
termeq say love languages	termeq	enty
def gay science	def gay science desc	desc
reason jane goodall famous	reason jane goodall famous	desc
chemical reactivity helium	None	num
ind name actor played detective film kindergarden cop	ind name film kindergarden	hum
reason main reason electric vehicles popular nowadays	None	desc
desc difference optical digital video	desc difference optical digital video desc	desc
desc clause u constitution may changed altered amended	desc clause u constitution	desc
desc new postal world 1999	descriptive field conflict resolution competency customer sponsor generic keyword event song incident contemporary issue case study	desc
ind actor came dinner guess coming dinner	ind actor	hum
desc difference anus rectum	desc difference anus	desc
def guild	def guild desc	desc
desc difference college graduate school	desc difference college graduate school desc	desc
manner change file art file jpeg bitmap file	jpeg bitmap	desc
desc franz kafka short story country doctor trying tell us	desc franz kafka	desc
ind engineer invented pull tab	manufacturer company city vcrs undecided voter tab hum	hum
city south american capital world highest	plate culture overseas market faith system economy	loc
desc lyrics star spangled banner	desc lyrics star	desc
name civil war battlefield	None	loc
date plant winter wheat	season theme time discernible season band	num
desc compass outer space	descriptive field conflict resolution competency customer sponsor generic keyword	desc
count many counties indiana	None	num
gr college dikembe mutombo attend	gr college dikembe	hum
ind first actress appear postage stamp	ind first actress	hum
ind first black woman star folies bergeres	ind first black woman star folies	hum
cremat aesop fable moral	selection article	enty
famed strip land 15 minute boat trip across venetian lagoon venice	interval time frame sleep time time interval time limit city place italian city destination city state	loc
manner water treated make safe drink	None	desc
def hydrogen bond	def hydrogen bond desc	desc
money exchange rate england u	england u	num
woman want	None	enty
protection rate using condoms	None	num
abb abbreviation limited partnership	abb abbreviation limited partnership	abbr
continent roses	None	loc
cremat russian novel embracing 5 characters set napoleonic wars	language slavic language european language inflected language subject feature technique cycle option application method	enty
manner write correct critical analysis poem	None	desc
manner check modem v 9 compatible	technique method factor standard feature author	desc
color favorite color	None	enty
longest chemical name consisting 35 letters	longest chemical service factor essay compound traditional film type	enty
count many corners spritsail	None	num
ind bottled tv character born baghdad	ind bottled tv city place area wealthy city large city	hum
def multiplexer	def multiplexer desc	desc
credit card features centurion face	None	enty
mount four largest mountain ranges asian continent	mount four asian	loc
def poconos	def poconos desc	desc
def caliente mean english	def caliente language subject course education requirement class	desc
reason jane goodall famous	reason jane goodall famous	desc
event mission nike	None	enty
def thalassemia	fluid word variable scheme emission extra descriptive field conflict resolution competency customer sponsor generic keyword	desc
dist far see	None	num
veh nuclear powered russian submarine sank norwegian sea april 7 1989	veh nuclear language slavic language european language inflected language subject language cruise line line airline scandinavian language april 7 1989	enty
reason taste anything cold	None	desc
bible tell jesus christ brothers sisters	bible tell jesus christ brothers	loc
country country boasts southernmost point continental europe	region market developed market area part of the world	loc
date nostradamus believe world war iii would begin	seer person prophet source prophetic book event unexpected event hypothetical planet wide conflict barring possible delay factor issue	num
desc powerful power bars	descriptive field conflict resolution competency customer sponsor generic keyword	desc
termeq japanese call japan	termeq japanese asian country nation developed country market economy	enty
country country brian boru 11th century king	11th century	loc
desc happens body part falls asleep	descriptive field conflict resolution competency customer sponsor generic keyword	desc
word english word letters	language subject course education requirement class	enty
cremat film ends line	None	enty
ind asked musical question	manufacturer company city vcrs undecided voter	hum
ind wrote	manufacturer company city vcrs undecided voter	hum
def june birthstone	def june birthstone desc	desc
6th annual meeting indonesia malaysia forest experts take place	edition interval date phrase grade level plant document expense publication entitlement asian country market economy nation place asian country economy nation market southeast asian country	loc
reason ask check bill restaurant	None	desc
ind played part godfather movie godfather	None	hum
date london docklands light railway constructed	city place area large city european city	num
ind invented wonderbra	manufacturer company city vcrs undecided voter	hum
desc origin proverb stitch time saves nine	descriptive field conflict resolution competency customer sponsor generic keyword card series chinese game company	desc
city state capital comes last alphabetically	None	loc
reason thanksgiving thursday	holiday occasion event celebration family event band instance night isolated game movie descriptive field conflict resolution competency customer sponsor generic keyword	desc
manner telephones work	None	desc
food main vegetable vichyssoise	None	enty
period long charles manson murder trial last	murder mystery place experience	num
period long take blood make one complete trip body	None	num
ind owns st louis rams	manufacturer company city vcrs undecided voter city market place metropolitan area large city	hum
former pro wrestler johnny rubber man walker	pro wrestler johnny rubber man walker	loc
food beer tells us grab gusto get	None	enty
geographical center us including alaska hawaii	state area location pacific location destination	loc
side face artists tend show self portraits	None	enty
def diabetes	None	desc
event phenomenon would expect read monthly publication bigfoot news	frequent basis schedule view mode report interval	enty
date mormons believe christ born	None	num
date year actress joan collins born	celebrity aging beauty star international star role model	num
dismed fear punishment	None	enty
money average salary restaurant manager united states	developed country nation jurisdiction western country case	num
cremat comic strip sometimes features mailman named beasley	person natural observer word name job beasley enty	enty
device provided new way listen music 1963	campaign easter egg historical event item	enty
food kid eat middle save chocolate outside last	last enty	enty
period average long time take type screenplay	None	num
exp abbreviation ioc stand	None	abbr
def short ton	def short	desc
period long cardinal eggs incubate	None	num
body two body parts grow life	plural reference word age term step	enty
ind texas surgeon performed first artificial heart transplant	ind texas surgeon term ordinal term numerical ordinal circuit ordinal number	hum
country country port haifa	port haifa	loc
substance main ingredient yogurt	None	enty
food recipe eggs benedict	None	enty
address main government office rome italy	city exotic location apple place large city european country member state nation place market	loc
food largest u agricultural crop weight	None	enty
electronic device used produce visual displays corresponding electric signals	None	enty
def goldenseal	def goldenseal desc	desc
ind made appearances center square hollywood squares	manufacturer company city vcrs undecided voter city place area community well known landmark	hum
def lost colony	def lost colony desc	desc
substance chemical composition barbie	substance chemical composition	enty
count many every 10 members rodeo cowboys association never worked ranch	high speed network interface percentage threshold recreational amenity feature	num
gr store claims world largest department store	gr store	hum
termeq lens behind iris eye called	termeq	enty
def tetrinet	def tetrinet desc	desc
ind marvelous major league baseball player spokesman beer company	ind marvelous major league baseball	hum
word longest english word formed using first row letters typewriter	language subject course education requirement class term ordinal term numerical ordinal circuit ordinal number	enty
termeq chiricahua name	termeq chiricahua	enty
termeq green variety beryl called	termeq green variety beryl	enty
veh name captain bligh ship	veh	enty
food heavier cream milk	None	enty
ind said thing fear fear	manufacturer company city vcrs undecided voter	hum
romania located	eastern european country member state state european country market	loc
count many films made major studios year	None	num
count many small businesses u	None	num
period age benny carter	artist giant american jazz legend arranger innovative mainstreamers	num
manner clean lcd monitor screen	descriptive field conflict resolution competency customer sponsor generic keyword	desc
city city mormons establish headquarters 1847	city city 1847	loc
def amezaiku	def amezaiku desc	desc
country two countries linked brenner pass	plural reference word age term step	loc
sport new games available nintendo 64	system feature hspa evolution feature product feature commercial industrial or construction equipment	enty
state mississippi name state nickname	state mississippi	loc
color predominant color tab label	None	enty
city u city named st francis assisi	city u city st francis assisi loc	loc
count many megawatts power project indonesia built consortium headed mission energy us produce	megawatts power project asian country market economy nation place	num
def definition chancery file real estate	None	desc
ind sexiest women world	ind sexiest women world	hum
date day known national day prayer	date day event occasion holiday public ceremony national holiday	num
get photograph professor randolph quirk	linguist editor	loc
ind supreme god germanic religion	ind supreme	hum
manner handle hungry man	None	desc
ind played games new york yankees	ind played games state city large city place big city	hum
ind tv character said one days alice pow right kisser	ind tv one days	hum
ind name indian became prime minister beating mrs gandhi 1977 election	manufacturer company city vcrs undecided voter indian initiative film researcher vehicle gem	hum
word conjugations wake woke	word conjugations wake woke	enty
ind chilean president killed 1973 coup etat	ind chilean flammability standard event development conflict minor goof	hum
einstein iq	einstein iq	num
ind name first russian astronaut spacewalk	ind name term ordinal term numerical ordinal circuit ordinal number language slavic language european language inflected language subject	hum
reason eyes sometimes look red photographs	None	desc
termeq john c calhoun henry clay known	termeq john	enty
ind first names famous husband wife acting team lunt fontanne	None	hum
sport good exercises kids	None	enty
count many real fruit juices hawaiian punch	austronesian language theme language specialty pizza style	num
abb abbreviation national bureau investigation	abb abbreviation national bureau investigation abbr	abbr
principal river ireland	None	loc
lake source white nile	lake source white nile	loc
sport garry kasparov plays game	top player democracy activist celebrity opposition figure peaceful protester	enty
weight much poodle weigh	None	num
def zionism	def zionism desc	desc
gr cable network bills family entertainer	gr cable network	hum
count many points backgammon board	None	num
desc let tennis ball volley	descriptive field conflict resolution competency customer sponsor generic keyword	desc
cremat comic book spawned directly pulp magazines	None	enty
product product kids silly rabbits	None	enty
def else swastika stood	def else swastika stood desc	desc
reason people get goosebumps something emotional happen like hear beautiful piece music see something beautiful get aroused someone love	None	desc
count many frames disk camera shoot	None	num
7 wonders world	protective measure factor technique artist method	enty
date theo rousseau paint forest fontaine	None	num
count many people captain america	america	num
def meant term yield maturity reference bonds	None	desc
food became biggest cash crop u 1983 surpassing corn	federal case united state medium account tragedy subject	enty
manner war 1812 affect delaware	state jurisdiction u s state small state area	desc
body human skin least sensitive	None	enty
ind president meant never placed empty crypt beneath capital rotunda	manufacturer company city vcrs undecided voter rotunda hum	hum
biggest thing humans made	None	enty
rivers europe	None	loc
ind superbowl	ind superbowl hum	hum
five cards make perfect cribbage hand	sport discipline group physical activity image	enty
date year gandhi assassinated	leader person great leader man individual	num
period time takes typist type screenplay 100 pages long	project fantastic brand property threshold show	num
animal full classification lady bug	None	enty
ind hungarian cardinal first state prisoner refugee u embassy 1956 1971	ind hungarian term ordinal term numerical ordinal circuit ordinal number 1956 1971	hum
count many pairs wings tsetse fly	None	num
name peace agreement imposed germany world war	european country nation member state developed country market	enty
country fifth largest country world	close harmonic relation circuit area interval simple interval	loc
manner box train cat	box train cat desc	desc
manner teddy roosevelt related fdr	president historical figure prominent leader guest figure	desc
cremat newspaper serves salt lake city	city metropolitan area place area community	enty
date film jaws made year	sort option information compatibility statement factor field	num
manner lightning travel	None	desc
food spice chefs pay	None	enty
ind directed citizen kane	manufacturer company city vcrs undecided voter	hum
def troilism	def troilism desc	desc
veh sister ship olympic	veh sister ship	enty
ind nickname famous flyer mistakenly flew ireland instead los angeles	manufacturer company city vcrs undecided voter european country member state nation state jurisdiction city large city area place market	hum
exp html	exp html abbr	abbr
manner identify prime numbers	None	desc
ind whose special bear creator born january 18 1779	january 18 1779	hum
gr high school archie attend	gr high school	hum
animal animal migrates farthest	None	enty
cremat film based play everybody comes rick	rick enty	enty
reason call someone honey	None	desc
food madonna hocks soft drink	celebrity artist star superstar name	enty
gr television network flogged sports programming inga nielsen body 197	gr television network inga nielsen body	hum
country country lund	None	loc
cremat sequel alice adventures wonderland	sequel alice	enty
city capital seattle	None	loc
ind italian leader lifelong fear evil eye	ind italian lifelong	hum
city city florida sea world	state area place jurisdiction school	loc
ind said	manufacturer company city vcrs undecided voter	hum
def water funnel	def water funnel desc	desc
dismed fear worms	None	enty
def chinese spouting bowl	def chinese	desc
desc emperor	descriptive field conflict resolution competency customer sponsor generic keyword	desc
ind president kissed queen mother lips	manufacturer company city vcrs undecided voter kissed queen	hum
tennis star stefan edberg come	player volleyers star champion young player	loc
continent pushes executive committee mountain range	continent pushes executive committee mountain range	loc
manner raise cranes building high rise buildings	None	desc
reason al capone finally imprisoned 1931	reason al capone hollywood movie	desc
food food use catch possum	None	enty
ind al capone nickname	ind al capone	hum
ind author famous fairy tale snow white seven dwarfs	manufacturer company city vcrs undecided voter classic symbol card game event symbol popular symbol	hum
city largest city germany	european country nation member state developed country market	loc
dismed fear cholera	None	enty
park contains firehole river fairy falls	None	loc
largest island west indies	None	loc
state new england state carries telephone area code 27	state new england state film active entertainment quick weave hairstyle factor technique	loc
example natural acid base indicator	None	enty
county eckley colorado	county eckley colorado	loc
manner find info rice importers world	None	desc
money much cost tree planted dialing 900 740 tree	740	num
desc song stairway heaven led zeppelin	desc song stairway heaven	desc
manner hair curl	hair curl desc	desc
pushed coupled hump yards	hump yards enty	enty
period long hermit crabs live	None	num
city city hosted first winter olympics asia	city city term ordinal term numerical ordinal circuit ordinal number	loc
desc origin first name breony	descriptive field conflict resolution competency customer sponsor generic keyword breony desc	desc
date month born birthstone sardonyx	None	num
ind behind name harvey wallbanger drink	classic retro cocktail mean classic cocktail mad men era drink boozy adult cake recipe	hum
desc origin beauty eye beholder	descriptive field conflict resolution competency customer sponsor generic keyword	desc
food soft drink video game featured marvel comic book	None	enty
cremat oldtime kids fare tv guide writer jeff greenfield call one subversive tv shows american history	political junkie guest program word function strategy relative or positional term american	enty
food madonna advertises soft drink	celebrity artist star superstar name	enty
exp w root beer fame stand	exp w	abbr
termeq tennis term said come french word egg	termeq tennis term language romance language european language subject study egg enty	enty
collier mine	None	enty
money much money person fined dog beach	recreational area fort myer beach sight sandy, sunny and fantastic beach adoption theme event	num
country desert country borders saudi arabia iraq persian gulf	nation muslim country state islamic country place place nation state case issue area place destination labor market arid region marginal sea	loc
event ages comic book lingo	None	enty
animal kinds animals cambodia	asian country place case nation low income country	enty
gr south african producer 1988 profit 836 million	gr south african gymnast case brilliant call user agenda item 836 million	hum
ind american actress first called vamp	ind american actress	hum
def 12 days christmas mean	12 days christmas	desc
cremat john steinbeck novel portrays joad family driven oklahoma dustbowl	writer author luminary famous author novelist state school place team area	enty
date date man first land moon	term ordinal term numerical ordinal circuit ordinal number object bright object planet celestial object word	num
headquarters eli lilly	headquarters eli lilly	loc
count many web servers	None	num
desc last line dickens christmas carol	descriptive field conflict resolution competency customer sponsor generic keyword holiday occasion event festival peak period carol desc	desc
count many trees go paper making year	None	num
find info research done oilseeds thru genetics	None	loc
reason come light bulbs go	None	desc
reason reason shea gould law firm close l office	reason reason shea gould	desc
dist far universe	None	num
desc difference bottle jar	descriptive field conflict resolution competency customer sponsor generic keyword	desc
dismed disease second biggest killer north americans	term ordinal term numerical ordinal unit circuit monochronic culture person culture westerner animated history narrative	enty
mayan indians live	culture script ancient culture ancient civilization indigenous language group ancient civilization ethnic group nation team	loc
poe born	writer author poet classic creative person	loc
desc happens female body lack sleep food	descriptive field conflict resolution competency customer sponsor generic keyword	desc
dismed fear crystals glass	None	enty
product name product controls ripening apples	None	enty
count many warmup pitches reliever get coming baseball game	warmup pitches	num
dylan thomas die	dylan thomas die	loc
animal common livestock greatest variety breeds	None	enty
cremat film bette davis creating scandal wearing daring red gown society ball	cremat film bette davis red gown society	enty
dismed disease august von wassermann develop specific test 196	month company color stone brand sign von wassermann task corridor cationic polymer course catastrophe	enty
gr card company sells christmas ornaments	gr card company holiday occasion event festival peak period	hum
manner find cities certain area code	area code desc	desc
communications satellites offer yachts	None	enty
count many fig newtons pound	None	num
ind premier china	manufacturer company city vcrs undecided voter market economy nation asian country developing country	hum
ind cigar chewing comedian observed	ind cigar	hum
count many bones human hand	None	num
gr bread company used feature stickers cisco kid ends packages	gr bread company company vendor firm global leader manufacturer	hum
ind president vichy france	manufacturer company city vcrs undecided voter optional rule outright collaborative regime situation state fascist state	hum
ind whose kidnaping termed crime century	crime century	hum
